"source","STUDY_ID","newsite","REALM","TAXA","ORGANISMS","nyr_used","startyr","endyr","LONGITUDE","LATITUDE","citation_1","citation_2","citation_3","citation_4","citation_5","citation_6"
"BBS","Mexican Highlands","840_6_32","Terrestrial","birds","Birds",23,1997,2019,-110.7949529,31.5175977,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_6_51","Terrestrial","birds","Birds",21,1997,2019,-113.0649869,36.2863797,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Sonoran Deserts","840_6_69","Terrestrial","birds","Birds",21,1999,2019,-112.9375459,33.2869987,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Sonoran Deserts","840_6_71","Terrestrial","birds","Birds",22,1997,2019,-111.6398389,33.8177037,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Sonoran Deserts","840_6_74","Terrestrial","birds","Birds",23,1997,2019,-114.4452209,32.8548017,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Mexican Highlands","840_6_78","Terrestrial","birds","Birds",23,1997,2019,-110.5053099,32.5434377,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_10","Terrestrial","birds","Birds",20,1997,2016,-105.6755989,35.5743487,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_111","Terrestrial","birds","Birds",23,1997,2019,-104.3751645,35.6552916,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_112","Terrestrial","birds","Birds",22,1997,2019,-103.5092263,35.4023345,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_114","Terrestrial","birds","Birds",22,1997,2019,-107.2466969,34.8699738,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_115","Terrestrial","birds","Birds",20,1999,2019,-106.8715622,34.1107524,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_126","Terrestrial","birds","Birds",21,1997,2019,-107.4876559,32.5335077,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_13","Terrestrial","birds","Birds",22,1997,2019,-108.4498979,34.6383511,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_130","Terrestrial","birds","Birds",20,1997,2019,-103.2960129,32.4717827,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_155","Terrestrial","birds","Birds",23,1997,2019,-104.7260509,36.6066007,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_164","Terrestrial","birds","Birds",22,1997,2018,-107.3003133,34.17281,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_17","Terrestrial","birds","Birds",23,1997,2019,-104.2297055,34.1098564,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_18","Terrestrial","birds","Birds",21,1997,2018,-103.7367849,34.0200567,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_19","Terrestrial","birds","Birds",23,1997,2019,-108.1876061,33.9262784,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_2","Terrestrial","birds","Birds",20,1997,2019,-107.7013619,36.1676097,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_20","Terrestrial","birds","Birds",23,1997,2019,-107.3217132,33.749487,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_22","Terrestrial","birds","Birds",23,1997,2019,-105.8493706,33.6891907,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_23","Terrestrial","birds","Birds",23,1997,2019,-104.8270959,33.0896297,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_24","Terrestrial","birds","Birds",23,1997,2019,-103.6280881,33.3149504,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_25","Terrestrial","birds","Birds",21,1997,2019,-108.1067589,32.3245289,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_27","Terrestrial","birds","Birds",22,1997,2019,-106.7294539,32.3802337,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_28","Terrestrial","birds","Birds",21,1997,2019,-105.7457016,32.9576087,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_29","Terrestrial","birds","Birds",23,1997,2019,-104.3957139,32.6557967,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Rockies","840_60_3","Terrestrial","birds","Birds",21,1997,2019,-106.3360529,36.5200127,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_31","Terrestrial","birds","Birds",23,1997,2019,-108.9941583,31.9280116,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Rockies","840_60_4","Terrestrial","birds","Birds",22,1997,2019,-105.7975849,36.0797837,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_5","Terrestrial","birds","Birds",22,1997,2018,-104.1164099,36.5885417,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_51","Terrestrial","birds","Birds",23,1997,2019,-108.9214683,36.6069631,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_52","Terrestrial","birds","Birds",20,1997,2019,-107.4794163,36.4327042,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_56","Terrestrial","birds","Birds",23,1997,2019,-103.6855999,35.9792717,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_57","Terrestrial","birds","Birds",22,1997,2019,-108.9107183,35.2921949,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_59","Terrestrial","birds","Birds",21,1997,2019,-106.779464,35.7466305,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_6","Terrestrial","birds","Birds",20,1997,2019,-103.5750419,36.7278337,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_60","Terrestrial","birds","Birds",21,1997,2019,-105.3361242,35.6605096,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_62","Terrestrial","birds","Birds",20,1997,2019,-103.6785946,35.8403388,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_65","Terrestrial","birds","Birds",22,1998,2019,-106.1909023,34.5074572,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_67","Terrestrial","birds","Birds",22,1997,2019,-104.9434186,34.7803261,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_69","Terrestrial","birds","Birds",23,1997,2019,-108.7910908,33.644134,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Mexican Highlands","840_60_70","Terrestrial","birds","Birds",21,1997,2018,-107.2197419,33.5104187,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_71","Terrestrial","birds","Birds",23,1997,2019,-106.9502237,33.7152917,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_73","Terrestrial","birds","Birds",22,1997,2018,-104.475157,33.5037118,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_74","Terrestrial","birds","Birds",22,1997,2019,-103.6484449,33.7433287,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_75","Terrestrial","birds","Birds",21,1997,2019,-108.7266319,32.3972197,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Mexican Highlands","840_60_76","Terrestrial","birds","Birds",22,1997,2019,-107.6265249,32.9200137,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Pinyon/Juniper Woodlands","840_60_78","Terrestrial","birds","Birds",21,1997,2017,-105.5729156,32.5687748,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Mexican Highlands","840_60_79","Terrestrial","birds","Birds",21,1997,2019,-104.6971728,32.245658,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_8","Terrestrial","birds","Birds",20,1998,2019,-107.2646486,35.7840111,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Staked Plains","840_60_80","Terrestrial","birds","Birds",23,1997,2019,-103.1450556,32.8420703,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_81","Terrestrial","birds","Birds",23,1997,2019,-108.3188559,31.9176187,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Chihuahuan Desert","840_60_82","Terrestrial","birds","Birds",23,1997,2019,-107.5695189,31.8359947,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Intermountain Grasslands","840_60_9","Terrestrial","birds","Birds",22,1997,2019,-106.0592719,35.5233697,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Adirondack Mountains","840_61_100","Terrestrial","birds","Birds",21,1998,2019,-74.1807169,44.4319917,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_111","Terrestrial","birds","Birds",21,1997,2017,-78.584377,42.084342,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_121","Terrestrial","birds","Birds",23,1997,2019,-74.9852279,42.0781957,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_123","Terrestrial","birds","Birds",20,1997,2019,-74.9252479,42.5913477,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_136","Terrestrial","birds","Birds",21,1997,2019,-75.6038909,42.4021987,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern New England","840_61_207","Terrestrial","birds","Birds",21,1998,2019,-73.6805499,41.3311577,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_22","Terrestrial","birds","Birds",22,1997,2018,-74.1520169,42.4363317,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_29","Terrestrial","birds","Birds",23,1997,2019,-75.156018,42.569391,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_30","Terrestrial","birds","Birds",20,1997,2018,-75.9366669,42.3472227,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_31","Terrestrial","birds","Birds",23,1997,2019,-75.5570359,42.3180237,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_34","Terrestrial","birds","Birds",21,1997,2019,-75.0998799,42.4378997,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_38","Terrestrial","birds","Birds",21,1997,2019,-76.0044449,42.3591667,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_45","Terrestrial","birds","Birds",20,1997,2017,-77.939947,42.282132,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_47","Terrestrial","birds","Birds",23,1997,2019,-77.118887,42.904651,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_48","Terrestrial","birds","Birds",23,1997,2019,-77.2581629,42.7793497,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_49","Terrestrial","birds","Birds",23,1997,2019,-77.225107,42.665781,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_52","Terrestrial","birds","Birds",22,1997,2019,-77.9559089,42.6940897,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_53","Terrestrial","birds","Birds",22,1997,2019,-78.8216099,42.6805707,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_56","Terrestrial","birds","Birds",23,1997,2019,-78.8989789,42.2769437,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_57","Terrestrial","birds","Birds",22,1997,2019,-78.3611669,42.5957057,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_58","Terrestrial","birds","Birds",22,1997,2019,-78.103787,42.624922,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Allegheny Plateau","840_61_59","Terrestrial","birds","Birds",21,1997,2018,-78.9408579,42.0548007,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_64","Terrestrial","birds","Birds",23,1997,2019,-78.8506549,43.0697617,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_61_65","Terrestrial","birds","Birds",23,1997,2019,-79.0022969,43.2572547,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Adirondack Mountains","840_61_73","Terrestrial","birds","Birds",20,1997,2019,-75.078218,43.662991,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Ridge and Valley","840_61_89","Terrestrial","birds","Birds",23,1997,2019,-73.312309,43.199431,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Ridge and Valley","840_61_90","Terrestrial","birds","Birds",21,1997,2019,-73.409239,43.217821,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Adirondack Mountains","840_61_93","Terrestrial","birds","Birds",22,1997,2019,-73.7953919,43.5327757,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Adirondack Mountains","840_61_97","Terrestrial","birds","Birds",21,1997,2018,-75.0557089,44.4354227,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Coastal Flatwoods","840_63_10","Terrestrial","birds","Birds",23,1997,2019,-77.4434709,35.9691437,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Coastal Flatwoods","840_63_101","Terrestrial","birds","Birds",23,1997,2019,-78.2125169,33.9225168,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Coastal Flatwoods","840_63_107","Terrestrial","birds","Birds",21,1997,2019,-75.8611599,35.8639187,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Coastal Flatwoods","840_63_108","Terrestrial","birds","Birds",23,1997,2019,-76.9044781,35.0476517,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_63_11","Terrestrial","birds","Birds",23,1997,2019,-77.7112775,35.2819414,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
