"SpecCode","Species","Author","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Comments","name_in_mydb"
46094,"Luciobarbus graellsii","(Steindachner, 1866)",80,"TL",NA,NA,27345,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits lower and middle reaches of rivers with slow current, preferring areas with vegetation and shore cover.  Migrates upstream areas with faster current and gravel or stone bottom for spawning (Ref. 59043).  Feeds on invertebrates and plants (Ref. 26100) and algae (Ref. 59043).","Luciobarbus graellsii"
2850,"Luxilus coccogenis","(Cope, 1868)",14,"TL",NA,NA,86798,8.89999961853027,"TL",NA,NA,12193,NA,NA,NA,"Inhabits gravel and rubble riffles and adjacent pools of clear, fast creeks and small to medium rivers (Ref. 86798).  Common in cool, clear streams with rocky substrates.  Feed on mayfly nymphs and other aquatic immatures, with some terrestrial insects during spring, while summer food consists mostly of insects taken at the surface, with aquatic immatures (Ref. 10294).  Oviparous (Ref. 205), probably nest spawners like congeners.","Luxilus coccogenis"
2851,"Luxilus cornutus","(Mitchill, 1817)",18,"TL",NA,NA,86798,8.30000019073486,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rocky pools near riffles in clear, cool creeks and small to medium rivers.  Sometimes occurs in lakes in northern part of range (Ref. 86798).  Oviparous (Ref. 205), nest spawners (Ref. 52559).  Frequently hybridizes with <i>Luxilus chrysocephalus</i> in areas where the ranges of these two species overlap (Ref. 86798).","Luxilus cornutus"
2778,"Macrhybopsis aestivalis","(Girard, 1856)",9,"TL",NA,NA,86798,6.05000019073486,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sand and gravel runs of small to large rivers (Ref. 5723, 86798).  Feeds on aquatic insect larvae dominated by midges (Ref. 10294).","Macrhybopsis aestivalis"
2792,"Macrhybopsis storeriana","(Kirtland, 1845)",23,"TL",NA,NA,86798,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits sand-, silt-, and sometimes gravel-bottomed pools and backwaters of small to large rivers as well as lakes (Ref. 86798).  Oviparous, open substratum spawners (Ref. 205, 10294, 52559).","Macrhybopsis storeriana"
3382,"Micropterus dolomieu","Lacepède, 1802",69,"TL",NA,NA,86798,8,"TL",NA,NA,3549,5410,NA,4699,"Inhabits shallow rocky areas of lakes and clear and gravel-bottom runs and flowing pools of  rivers (Ref. 86798).  Young feed on plankton and immature aquatic insects while adults take in crayfish, fishes, and aquatic and terrestrial insects (Refs. 1998, 10294, 44091). Is sometimes cannibalistic (Ref. 30578).  Preyed upon by fishes and turtles (Ref. 1998).  Builds nest, usually at three or four feet deep (Ref. 120821).  Excellent food fish (Ref. 1998).","Micropterus dolomieu"
3382,"Micropterus dolomieu","Lacepède, 1802",69,"TL",NA,NA,86798,8,"TL",NA,NA,3549,5410,NA,4699,"Inhabits shallow rocky areas of lakes and clear and gravel-bottom runs and flowing pools of  rivers (Ref. 86798).  Young feed on plankton and immature aquatic insects while adults take in crayfish, fishes, and aquatic and terrestrial insects (Refs. 1998, 10294, 44091). Is sometimes cannibalistic (Ref. 30578).  Preyed upon by fishes and turtles (Ref. 1998).  Builds nest, usually at three or four feet deep (Ref. 120821).  Excellent food fish (Ref. 1998).","Micropterus dolomieui"
3382,"Micropterus dolomieu","Lacepède, 1802",69,"TL",NA,NA,86798,8,"TL",NA,NA,3549,5410,NA,4699,"Inhabits shallow rocky areas of lakes and clear and gravel-bottom runs and flowing pools of  rivers (Ref. 86798).  Young feed on plankton and immature aquatic insects while adults take in crayfish, fishes, and aquatic and terrestrial insects (Refs. 1998, 10294, 44091). Is sometimes cannibalistic (Ref. 30578).  Preyed upon by fishes and turtles (Ref. 1998).  Builds nest, usually at three or four feet deep (Ref. 120821).  Excellent food fish (Ref. 1998).","smallmouth bass"
3385,"Micropterus salmoides","(Lacepède, 1802)",97,"TL",NA,NA,86798,40,"TL",NA,NA,556,10090,NA,4699,"Inhabit lakes, ponds, swamps, and backwaters and pools of creeks, and small to large rivers (Ref. 86798).  Usually found over mud or sand and common in impoundments (Ref. 5723).  They prefer quiet, clear water and over-grown banks.  Adults feed on fishes, crayfish and frogs; young feed on crustaceans, insects and small fishes.  Sometimes cannibalistic.  They don't feed during spawning; as well as when the water temperature is below 5°C and above 37°C (Ref. 30578).  Builds nest  at 25 mm-203 mm deep (Ref. 1998). An introduced species in Europe reported to avoid fast-flowing waters and to occur in estuaries with a salinity up to 13 ppt (Ref. 59043).  Popular game fish in North America.  Preyed upon by herons, bitterns, and kingfishers (Ref. 1998).  Excellent food fish (Ref. 1998).","Micropterus salmoides"
2996,"Minytrema melanops","(Rafinesque, 1820)",50,"TL",NA,NA,5723,32.25,"TL",NA,NA,12193,1230,NA,4699,"Inhabits long deep pools of small to medium rivers over clay, sand or gravel.  Occasionally found in creeks, large rivers and impoundments (Ref. 5723).  Feeds on organic detritus, copepods, cladocerans, midge larvae and diatoms (Ref. 10294).","Minytrema melanops"
355,"Morone americana","(Gmelin, 1789)",58,"TL",NA,NA,86798,13.5,"TL",NA,NA,12193,2720,NA,120584,"Occurs in fresh, brackish and coastal waters (Ref. 7251).  Inhabits pools and other quiet-water areas of medium to large rivers, usually over mud (Ref. 86798).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).","Morone americana"
355,"Morone americana","(Gmelin, 1789)",58,"TL",NA,NA,86798,13.5,"TL",NA,NA,12193,2720,NA,120584,"Occurs in fresh, brackish and coastal waters (Ref. 7251).  Inhabits pools and other quiet-water areas of medium to large rivers, usually over mud (Ref. 86798).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).","white perch"
3308,"Morone chrysops","(Rafinesque, 1820)",45,"TL",NA,NA,86798,31.75,"TL",NA,NA,12193,3090,NA,4699,"Inhabits lakes, ponds and pools of small to large rivers (Ref. 5723, 86798).  Occurs at depths <14 m (Ref. 120827).  Juveniles feed on small invertebrates such as cladocerans, copepods, and midge larvae.  Adults are piscivorous, consuming shad, silversides, and occasional young sunfish (Ref. 10294). Spawns near the surface (Ref. 120818).","Morone chrysops"
3308,"Morone chrysops","(Rafinesque, 1820)",45,"TL",NA,NA,86798,31.75,"TL",NA,NA,12193,3090,NA,4699,"Inhabits lakes, ponds and pools of small to large rivers (Ref. 5723, 86798).  Occurs at depths <14 m (Ref. 120827).  Juveniles feed on small invertebrates such as cladocerans, copepods, and midge larvae.  Adults are piscivorous, consuming shad, silversides, and occasional young sunfish (Ref. 10294). Spawns near the surface (Ref. 120818).","white bass"
3309,"Morone mississippiensis","Jordan & Eigenmann, 1887",46,"TL",NA,NA,5723,23.8999996185303,"TL",NA,NA,12193,10970,NA,4699,"Occur in pools and backwaters of small to large rivers; also in ponds and lakes (Ref. 5723, 10294).  Young feed on microcrustaceans and midge larvae; adults on fish such as shad and silversides (Ref. 10294).","Morone mississippiensis"
2997,"Moxostoma anisurum","(Rafinesque, 1820)",74,"TL",NA,NA,40637,32.5,"TL",NA,NA,12193,10800,NA,40637,"Inhabits mud-bottomed to rock-bottomed pools and runs of small to large rivers.  Occasionally found in lakes (Ref. 5723, 10294).  Feeds on immature midges, mayflies and caddisflies (Ref. 10294).","Moxostoma anisurum"
3000,"Moxostoma carinatum","(Cope, 1870)",77,"TL",NA,NA,5723,48,"TL",NA,NA,12193,3960,NA,40637,"Inhabits rocky pools and swift runs of small to large rivers.  Also occurs in impoundments (Ref. 5723, 10294).  Locally common but disappearing from northern and western parts of range (Ref. 5723).  Adult feeds on small bivalve mollusks (Ref. 10294).","Moxostoma carinatum"
3004,"Moxostoma erythrurum","(Rafinesque, 1818)",78,"TL",NA,NA,5723,28.75,"TL",NA,NA,12193,4080,NA,40637,"Occurs in mud-bottomed to rock-bottomed pools, runs and riffles of creeks and small to large rivers.  Occasionally found in lakes (Ref. 5723, 10294).  Feeds on immature mayflies, caddisflies and midges (Ref. 10294).","Moxostoma erythrurum"
3008,"Moxostoma macrolepidotum","(Lesueur, 1817)",75,"TL",NA,NA,5723,40.75,"TL",NA,NA,12193,3990,NA,40637,"Inhabit rocky pools, runs and riffles in small to large rivers.  Also occur in lakes (Ref. 5723, 10294).  Adults feed on benthic insect larvae; juveniles consume microcrustacea and midge larvae (Ref. 10294).","Moxostoma macrolepidotum"
2810,"Nocomis micropogon","(Cope, 1865)",33,"TL",NA,NA,10294,13.5,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rocky runs and flowing pools of small to medium rivers (Ref. 86798).  Oviparous (Ref. 205).","Nocomis micropogon"
276,"Notemigonus crysoleucas","(Mitchill, 1814)",32,"TL",NA,NA,86798,14.3500003814697,"TL",NA,NA,12193,NA,NA,NA,"Inhabits vegetated lakes, ponds, swamps, backwaters and pools of creeks and small to medium rivers (Ref. 86798). Can tolerate low oxygen levels, high turbidity and high temperature; omnivorous but principally feed on plankton, insects and mollusks (Ref. 27549).","Notemigonus crysoleucas"
2824,"Notropis atherinoides","Rafinesque, 1818",13,"TL",NA,NA,5723,8.55000019073486,"TL",NA,NA,12193,NA,NA,NA,"Adults inhabit lakes and pools and runs of medium to large rivers.  Most common in clear water over sand or gravel.  Form schools (Ref. 1998).  Move to the surface at dusk to feed on microcrustaceans, midge larvae, and algae; descends to deeper waters at daybreak (Ref. 1998).  Are preyed upon by birds (gulls, terns, mergansers, cormorants) and fishes (Ref. 1998).  Oviparous (Ref. 205).","Notropis atherinoides"
2831,"Notropis blennius","(Girard, 1856)",13,"TL",NA,NA,5723,7.55000019073486,"TL",NA,NA,12193,NA,NA,NA,"Inhabits pools and main channels of medium to large rivers, usually over sand and gravel (Ref. 5723, 10294).  Feeds on cladocerans and a variety of immature aquatic insects (Ref. 10294).","Notropis blennius"
2864,"Notropis heterodon","(Cope, 1865)",7.09999990463257,"TL",NA,NA,5723,5.59999990463257,"TL",NA,NA,12193,NA,NA,NA,"Occurs in clear, vegetated lakes, and in pools and slow runs of creeks and small rivers.","Notropis heterodon"
2865,"Notropis heterolepis","Eigenmann & Eigenmann, 1893",9.80000019073486,"TL",NA,NA,5723,7.34999990463257,"TL",NA,NA,12193,NA,NA,NA,"Occurs usually over sand in clear vegetated lakes and pools of creeks and small rivers.","Notropis heterolepis"
2867,"Notropis hudsonius","(Clinton, 1824)",15,"TL",NA,NA,5723,9,"TL",NA,NA,12193,NA,NA,NA,"Inhabit sandy and rocky pools and runs of small to large rivers.  Also found in sandy and rocky shores of lakes and in creeks on Atlantic Slope. Omnivorous, principally feeds on insects, crustaceans, plants and algae (Ref. 27549).","Notropis hudsonius"
2872,"Notropis leuciodus","(Cope, 1868)",8.19999980926514,"TL",NA,NA,5723,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits rocky pools and runs of creeks and small to medium rivers (Ref. 5723, 10294).","Notropis leuciodus"
2875,"Notropis lutipinnis","(Jordan & Brayton, 1878)",7.5,"TL",NA,NA,5723,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits clear rocky pools of headwaters, creeks and small rivers.","Notropis lutipinnis"
2899,"Notropis shumardi","(Girard, 1856)",10,"TL",NA,NA,5723,5.65000009536743,"TL",NA,NA,12193,NA,NA,NA,"Inhabits flowing pools and runs of large, often turbid, rivers.  Usually occurs over sand and gravel (Ref. 5723, 10294).","Notropis shumardi"
2902,"Notropis spectrunculus","(Cope, 1868)",7.90000009536743,"TL",NA,NA,10294,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits rocky, sandy, and muddy pools and backwaters of high-gradient creeks and small rivers (Ref. 5723, 10294).","Notropis spectrunculus"
2907,"Notropis texanus","(Girard, 1856)",8.60000038146973,"TL",NA,NA,5723,4.34999990463257,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sandy runs and pools of creeks and small to medium rivers.  Occurs usually in clear water.  Often found near vegetation in the north part of range (Ref. 5723, 10294).  Feeds on filamentous algae and detritus, in addition to the expected small invertebrates (Ref. 10294).","Notropis texanus"
2913,"Notropis volucellus","(Cope, 1865)",7.59999990463257,"TL",NA,NA,5723,5.69999980926514,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sandy pools of headwaters, creeks and small to large rivers.  Also occurs in quiet areas of lakes (Ref. 5723, 10294).  Feeds on microcrustacea, midge larvae and pupae, and some terrestrial insects (Ref. 10294).  Very similar to <i>Notropis cahabae</i> (Ref. 5723).","Notropis volucellus"
62430,"Notropis wickliffi","Trautman, 1931",7.80000019073486,"TL",NA,NA,10294,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits big rivers over substrates ranging from silt to gravel (Ref. 10294).","Notropis wickliffi"
3037,"Noturus gyrinus","(Mitchill, 1817)",13,"TL",NA,NA,5723,4.75,"TL",NA,NA,12193,NA,NA,NA,"Inhabits lakes, rock-, mud-bottomed or detritus-bottomed pools and backwaters of lowland creeks and small to large rivers (Ref. 5723, 10294).  Feeds on midge, isopods, amphipods, mayfly and caddis larvae (Ref. 10294).","Noturus gyrinus"
239,"Oncorhynchus mykiss","(Walbaum, 1792)",122,"TL",NA,NA,96339,60,"TL",NA,NA,5504,25400,NA,7251,"Inhabit clear, cold headwaters, creeks, small to large rivers, lakes, and intertidal areas (Ref. 86798).  Anadromous in coastal streams (Ref. 5723).  Stocked in almost all water bodies as lakes, rivers and streams, usually not stocked in water reaching summer temperatures above 25°C or ponds with very low oxygen concentrations.  Feed on a variety of aquatic and terrestrial invertebrates and small fishes. At the sea, they prey on fish and cephalopods.  Mature individuals undertake short spawning migrations.  Anadromous and lake forms may migrate long distances to spawning streams (Ref. 59043). Utilized fresh, smoked, canned, and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Cultured in many countries and is often hatched and stocked into rivers and lakes especially to attract recreational fishers (Ref. 9988).","Oncorhynchus mykiss"
2855,"Opsopoeodus emiliae","Hay, 1881",6.59999990463257,"TL",NA,NA,10294,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits clear to turbid vegetated lakes, swamps, oxbows, sluggish streams of all sizes (Ref. 86798).  Feeds on insect larvae, filamentous algae and microcrustacea (Ref. 10294).  Spawning occurs underneath flat rocks, in cavities; nest spawner (Ref. 79012).","Opsopoeodus emiliae emiliae"
253,"Osmerus mordax","(Mitchill, 1814)",35.5999984741211,"TL",NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,"Nerito-pelagic (Ref. 58426).  Inhabits cool clear lakes, medium to large rivers, and coastal waters (Ref. 86798).  A schooling species that occurs in midwater of lakes or inshore coastal waters (Ref. 1998); at temperatures ranging from 7.2-15.6°C.  Coastal population are anadromous (Ref, 86798).  Migrates up to 1,000 km upstream in rivers (Ref. 6793).  Occurs possibly to 425 m (Ref. 2851).  Feeds on invertebrates such as amphipods, ostracods, aquatic insect larvae and aquatic worms (Ref. 1998); food also include copepods, euphausiids, mysids and small fishes (silversides, mummichogs and herring) (Ref. 5951, 10294).  Headed, gutted, sold fresh, frozen and precooked.  Eaten sautéed and fried (Ref. 9988).","Osmerus mordax"
62725,"Parachondrostoma miegii","(Steindachner, 1866)",25,"SL",NA,NA,59043,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs in fast-flowing stretches but can survive in still water.  Moves to upper stretches to spawn.  Preys on benthic diatoms.  Spawns on stone and gravel bottom (Ref. 59043).","Parachondrostoma miegii"
4477,"Parachondrostoma toxostoma","(Vallot, 1837)",30,"TL",NA,NA,30578,NA,NA,NA,NA,NA,350,NA,30578,"Inhabits small rivers with clear water and pebble-gravel substrate (Ref. 30578).  A long-lived species which occurs in water bodies on low plains.  Feeds on invertebrates and plants.  Reproduction takes place in May and June.  Is threatened due to the introduction of other species (Ref. 26100).","Parachondrostoma toxostoma"
359,"Perca flavescens","(Mitchill, 1814)",50,"TL",NA,NA,9988,19.1000003814697,"TL",NA,NA,12193,1910,NA,40637,"Inhabits lakes, ponds, pools of creeks, and rivers.  Also found in brackish water and in salt lakes.  Most commonly found in clear water near vegetation; tends to shoal near the shore during spring (Ref. 9988, 10294).  Feeds on immature insects, larger invertebrates, fishes and fish eggs during the day.  Preyed upon by fishes and birds (Ref. 1998).  Spawns between February and July in the northern hemisphere and between August and October in the southern hemisphere (Ref. 10999).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).  Marketed fresh or frozen; eaten pan-fried, broiled or baked (Ref. 9988).","Perca flavescens"
359,"Perca flavescens","(Mitchill, 1814)",50,"TL",NA,NA,9988,19.1000003814697,"TL",NA,NA,12193,1910,NA,40637,"Inhabits lakes, ponds, pools of creeks, and rivers.  Also found in brackish water and in salt lakes.  Most commonly found in clear water near vegetation; tends to shoal near the shore during spring (Ref. 9988, 10294).  Feeds on immature insects, larger invertebrates, fishes and fish eggs during the day.  Preyed upon by fishes and birds (Ref. 1998).  Spawns between February and July in the northern hemisphere and between August and October in the southern hemisphere (Ref. 10999).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).  Marketed fresh or frozen; eaten pan-fried, broiled or baked (Ref. 9988).","yellow perch"
358,"Perca fluviatilis","Linnaeus, 1758",49.8309987783432,"TL",NA,NA,59043,25,"TL",NA,NA,556,4750,NA,2058,"Inhabits a very wide range of habitats from estuarine lagoons, lakes of all types to medium-sized streams.  Feeding larvae occur in open water.  This is an opportunistic diurnal feeder which preys mainly during sunrise and sunset, using all available prey. Larvae and small juveniles usually feed on planktonic invertebrates.  During first summer, many juveniles move near shores to feed on benthic prey.  Often feeds on fishes at about 12 cm SL.  May undertake short spawning migrations.  Males attain first sexual maturity at 1-2 years and females at 2-4 years of age.  Spawns in February-July (Ref. 59043).  Eggs grouped in long white ribbons (up to 1 m) are found over submerged objects (Ref. 41678).  Its flesh is excellent and not so bony.  Utilized fresh and frozen; eaten pan-fried and baked (Ref. 9988).  May be captured with natural or artificial bait (Ref. 30578).","Perca fluviatilis"
3489,"Percina caprodes","(Rafinesque, 1818)",18,"TL",NA,NA,5723,12.5,"TL",NA,NA,12193,NA,NA,NA,"Most common over gravel and sand in medium-sized rivers but can be found almost anywhere from small, fast-flowing rock-bottomed streams to vegetated lakes (Ref. 5723, 10294).  Adults feed on larvae of midges, mayflies, caddisflies (especially hydropsychids), riffle beetles, stoneflies, limpets, and fish eggs (Ref. 10294).  Eggs are found buried in the substrate (Ref. 7043).","Percina caprodes"
3489,"Percina caprodes","(Rafinesque, 1818)",18,"TL",NA,NA,5723,12.5,"TL",NA,NA,12193,NA,NA,NA,"Most common over gravel and sand in medium-sized rivers but can be found almost anywhere from small, fast-flowing rock-bottomed streams to vegetated lakes (Ref. 5723, 10294).  Adults feed on larvae of midges, mayflies, caddisflies (especially hydropsychids), riffle beetles, stoneflies, limpets, and fish eggs (Ref. 10294).  Eggs are found buried in the substrate (Ref. 7043).","logperch"
3493,"Percina evides","(Jordan & Copeland, 1877)",9.60000038146973,"TL",NA,NA,5723,5.90000009536743,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rocky riffles of small to medium rivers (Ref. 5723, 10294).","Percina evides"
3511,"Percina shumardi","(Girard, 1859)",7.80000019073486,"TL",NA,NA,5723,5.5,"TL",NA,NA,12193,NA,NA,NA,"Inhabit rocky riffles of small to large rivers (Ref. 5723, 10294).  Adults usually occur in deep swift riffles while young in shallow riffles and runs (Ref. 5723).","Percina shumardi"
3065,"Percopsis omiscomaycus","(Walbaum, 1792)",20,"TL",NA,NA,5723,8.75,"TL",NA,NA,12193,NA,NA,NA,"Occurs in lakes, deep flowing pools of creeks, and rivers (Ref. 5723).  Usually found over sand (Ref. 5723).  Moves into the shallows of lakes at night  to feed and moves back to deeper water as dawn approaches (Ref. 1998).  Feeds on insect larvae, amphipods and fishes (Ref. 1998).  Important forage fish (Ref. 1998).","Percopsis omiscomaycus"
3065,"Percopsis omiscomaycus","(Walbaum, 1792)",20,"TL",NA,NA,5723,8.75,"TL",NA,NA,12193,NA,NA,NA,"Occurs in lakes, deep flowing pools of creeks, and rivers (Ref. 5723).  Usually found over sand (Ref. 5723).  Moves into the shallows of lakes at night  to feed and moves back to deeper water as dawn approaches (Ref. 1998).  Feeds on insect larvae, amphipods and fishes (Ref. 1998).  Important forage fish (Ref. 1998).","trout-perch"
2922,"Phenacobius crassilabrum","Minckley & Craddock, 1962",11.1999998092651,"TL",NA,NA,10294,7.5,"TL",NA,NA,12193,NA,NA,NA,"Inhabits gravel and rubble runs and riffles of creeks and small to medium rivers (Ref. 5723, 10294, 86798).","Phenacobius crassilabrum"
64179,"Phoxinus bigerri","Kottelat, 2007",6.6100001335144,"SL",NA,NA,75055,NA,NA,NA,NA,NA,NA,NA,NA,"Found in clear water with moderate current, about 50 cm depth (Ref. 75055).  Inhabits streams and creeks in foothills with clear and cold water, and gravel to stone bottom.  Occurs in groups. Feeds predominantly on aquatic invertebrates (Ref. 59043).","Phoxinus bigerri"
4661,"Phoxinus phoxinus","(Linnaeus, 1758)",14,"TL",NA,NA,556,7,"TL",NA,NA,556,NA,NA,NA,"Gregarious (Ref. 2196).  Found in a wide range of cold and well oxygenated habitats from small, fast-flowing streams to large Nordic lowland rivers and from small upland lakes to large oligotrophic lakes.  Usually occurs in association with salmonid fishes (Ref. 59043).  Feeds on algae, plant debris (in rivers), mollusks, crustaceans and insects (Ref. 30578).  Spawns over clean gravel areas in flowing water or on wave-washed shores of lakes.  Overwinters in coarse substrate or in deep pools with low current (Ref. 59043).  Migrates upstream for spawning in shallow gravel areas.  Important laboratory fish, for research on sensory organs of fishes.  Mean maximum age is 6 years (Ref. 41616).  Locally threatened due to pollution and excessive stocking of species of <i>Salmo</i> (Ref. 59043).","Phoxinus phoxinus"
2931,"Pimephales notatus","(Rafinesque, 1820)",11,"TL",NA,NA,5723,6.5,"TL",NA,NA,12193,NA,NA,NA,"Occurs almost anywhere in its range but most common in clear rocky streams (Ref. 3814, 10294); also inhabits large rivers, reservoirs and glacial lakes to the north.  Feeds on algae, detritus, entomostraca, and immature insects, especially midge larvae and pupae (Ref. 10294).","Pimephales notatus"
2934,"Pimephales vigilax","(Baird & Girard, 1853)",9.19999980926514,"TL",NA,NA,10294,5.69999980926514,"TL",NA,NA,12193,NA,NA,NA,"Occurs in quiet pools and runs over sand, silt, or gravel, in small to large rivers.  Most common in medium-sized rivers (Ref. 5723, 10294).  Feeds on insect immatures (Ref. 10294).","Pimephales vigilax"
1341,"Platichthys flesus","(Linnaeus, 1758)",60,"TL",NA,NA,35388,50,"TL",NA,NA,30578,2930,NA,104349,"Migratory fish, which is most of the year found in estuaries (Ref. 51442).  Adults occur on mud and sand bottom in shallow water, at sea and brackish; often entering freshwaters (Ref. 59043).  During winter, adults retreat to deeper, warmer waters, where they spawn in spring (Ref. 30193).  The growing larvae are moving to the coast (Ref. 51442).  Larvae and early juveniles use selective tidal transport to migrate upstream rivers (Ref. 57575) using a range of triggers such as salinity, prey density and water temperature (Ref. 57573, 57574).  Juveniles live in shallow coastal waters and estuaries (Ref. 57574), which are also the summer feeding grounds for the adults (Ref. 30193).  Juveniles of less than a year old feed on plankton and larvae of insects, juveniles of more than a year and adults feed on benthic fauna (Ref. 51442), including small fishes and invertebrates (Ref. 30193).  Nocturnal and burrowing (Ref. 30193).  Marketed fresh and frozen; can be steamed, fried, boiled, microwaved and baked (Ref. 9988).  Worms and mollusks are excellent baits for line fishing (Ref. 30578).","Platichthys flesus"
3387,"Pomoxis annularis","Rafinesque, 1818",53,"TL",NA,NA,5723,25,"TL",NA,NA,12193,2350,NA,4699,"Occurs in sand-bottomed and mud-bottomed pools and backwaters of creeks and small to large rivers, and lakes and ponds.  Often found in turbid water (Ref. 5723, 10294).  Adult feeds on forage fishes such as shad (Ref. 10294).  Younger crappie consumes small invertebrates, including microcrustaceans and small insects (Ref. 10294).","Pomoxis annularis"
3388,"Pomoxis nigromaculatus","(Lesueur, 1829)",49,"TL",NA,NA,86798,27.5,"TL",NA,NA,12193,2720,NA,40637,"Inhabits lakes, ponds, sloughs, and backwaters and pools of streams (Ref. 1998, 10294).  Usually occurs among vegetation over mud or sand, most common in clear water (Ref. 86798).  Forms schools (Ref. 1998).  Feeds early in the morning, from midnight to 2 am (Ref. 1998).  Individuals up to 16 cm feed on planktonic crustaceans and free-swimming, nocturnal, and dipterous larvae; larger individuals feed on small fishes (Ref. 1998, 10294).  May be preyed upon by other fishes (Ref. 1998).","Pomoxis nigromaculatus"
3388,"Pomoxis nigromaculatus","(Lesueur, 1829)",49,"TL",NA,NA,86798,27.5,"TL",NA,NA,12193,2720,NA,40637,"Inhabits lakes, ponds, sloughs, and backwaters and pools of streams (Ref. 1998, 10294).  Usually occurs among vegetation over mud or sand, most common in clear water (Ref. 86798).  Forms schools (Ref. 1998).  Feeds early in the morning, from midnight to 2 am (Ref. 1998).  Individuals up to 16 cm feed on planktonic crustaceans and free-swimming, nocturnal, and dipterous larvae; larger individuals feed on small fishes (Ref. 1998, 10294).  May be preyed upon by other fishes (Ref. 1998).","Pomoxis nigromaculatuss"
4691,"Pseudorasbora parva","(Temminck & Schlegel, 1846)",12.5,"TL",NA,NA,88166,8,"TL",NA,NA,1441,NA,NA,NA,"Found in a wide variety of habitats, most abundantly in well vegetated small channels, ponds and small lakes (Ref. 59043).  Adults occur in cool running water.  Feed on small insects, fish and fish eggs (Ref. 30578), and plant material (Ref. 59043).  Usually breed in habitats with still or very slow-flowing water (Ref. 59043).  Females spawn 3-4 times in a season (Ref. 59043).  Males clear the surface of the spawning site and guard the eggs until they hatch (Ref. 59043).  Regarded as pest which competes with the fry of other species due to its high reproductive rate (Ref. 1739).","Pseudorasbora parva"
3273,"Pungitius pungitius","(Linnaeus, 1758)",9,"TL",NA,NA,27547,6.5,"NG",NA,NA,27547,NA,NA,NA,"Found in shallow vegetated areas of lakes, ponds, and pools of sluggish streams; sometimes in open water over sand (Ref. 5723).  Marine populations found near shore and move into fresh water to spawn (Ref. 5723).  There appears to be seasonal movements inshore to shallow water in the spring for spawning, and, in the fall, offshore to deep water, or even to the less saline parts of the sea, by the young and adults that survive spawning (Ref. 27547).  Nerito-pelagic (Ref. 58426).  Feed on small invertebrates; also on aquatic insects and their  eggs and larvae (Ref. 1998).  Eggs are found in nests constructed from plant material (Ref. 41678).  Males build, guard and aerate the nest where the eggs are deposited (Ref. 205).  Females grow faster and live longer than do other males (Ref. 27547).  Males seldom live beyond age three, due to heavy post-spawning mortality, but females may live to age five or more (Ref. 27547).  When abundant, it is preyed upon by other fishes (Ref. 1998); also preyed by birds (Ref. 27547).  May be used as human or dog food or as a source of oil (Ref. 27547).","Pungitius pungitius"
3051,"Pylodictis olivaris","(Rafinesque, 1818)",155,"TL",NA,NA,86798,NA,NA,NA,NA,NA,55790,NA,40637,"Inhabit pools with logs and other debris in low-gradient to moderate-gradient, small to large rivers.  Also found in lakes and impoundments.  Young occur in rocky and sandy runs and riffles (Ref. 5723, 86798).  Juveniles feed on aquatic insect immature in riffle areas (Ref. 10294). Older individuals consume crayfish, clams and fishes (Ref. 93252).","Pylodictis olivaris"
2943,"Rhinichthys atratulus","(Hermann, 1804)",12.3999996185303,"TL",NA,NA,10294,5.69999980926514,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rocky runs and pools of headwaters, creeks and small rivers (Ref. 5723, 10294, 86798).  Feeds on aquatic insects (Ref. 54729, 10294), diatoms and other algae (Ref. 54725).  Considered as an attractive aquarium pet and propagation through artificial fertilization is practical (Ref. 54725).","Rhinichthys atratulus"
